Trachidermus fasciatus,Trachidermus fasciatus,catadromous,,,,,,,,Migratory fish,,,,,,,,catadromous,Indomalayan|Palearctic,more than one central river,Least Concern,Decreasing,2024,0-100(km),2,,,,,,,,,,,Trachidermus fasciatus,,,,,,,,Trachidermus fasciatus,,,,
Trachystoma petardi,Trachystoma petardi,catadromous,Full Migrant,catadromous,,,,,,,,,,,,,,catadromous,Australasian,more than one central river,Least Concern,Stable,2019,100-500(km),3,,,https://doi.org/10.1007/s10750-017-3430-x,Paper,,,,,,,Trachystoma petardi,Trachystoma petardi,Myxus petardi,,,,,,,,,,
Trichiurus lepturus,Trichiurus lepturus,amphidromous,,,,,,,,,,,,,,,,amphidromous,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Oceanian|Palearctic,coastal,Least Concern,Stable,2015,0-100(km),2,,,,,,,,,,,Trichiurus lepturus,,,,,,,,,,,,
Trichomycterus barbouri,Trichomycterus barbouri,,Full Migrant,,,longitudinal migration,,,,,,,,,Little information,First observations on annual massive upstream migration of juvenile catfish Trichomycterus in an Amazonian River | Environmental Biology of Fishes (springer.com),,"potamodromous, longitudinal",Neotropical,one large river,Least Concern,Unknown,2023,100-500(km),3,,,https://doi.org/10.1007/s10641-015-0407-3,,,,,,,,,Trichomycterus barbouri,,,Trichomycterus barbouri,,,,,,,,potamodromous
Trichomycterus migrans,Trichomycterus migrans,,Altitudinal Migrant,,,,,,,,,,,,Little information,"IUCN: seems to have longitudinal migations coupled  with rain falls. This is a riverine species. Migratory behaviour was documented in its original description, where mass wanderings were observed along the river bank, following heavy rains 2-3 days before each migration event. Three of such migration events were recorded between February and March of 1959. The estimated number of individuals in the second migration event was c. 40,000 individuals, no longer than 5 cm of standard length, according to Dahl (1960) corresponding to males (presumably juveniles).",,"potamodromous, longitudinal",Neotropical,one large river,Least Concern,Stable,2022,0-100(km),1,,,,,,,,,,,,Trichomycterus migrans,,,,,,,,,,,potamodromous
Trichopodus microlepis,Trichopodus microlepis,,,,,,Black,,,,,,,,Little information,,,"potamodromous, lateral",Indomalayan,more than one central river,Least Concern,Stable,2012,0-100(km),2,,,https://doi.org/10.1007/s12562-011-0378-z,Paper,,,,,,,,,,,,Trichopodus microlepis,,,,,,,
Trichopodus pectoralis,Trichopodus pectoralis,potamodromous,,potamodromous,,,Black,,,,,,,,Little information,"FB: seems to have lateral migration with unknowing reason. This species occurs in marshlands, swamps and peatlands, and occasionally in running waters; it is well adaptive in impounded and man-made water bodies, but does not tolerate polluted waters.",,"potamodromous, lateral",Indomalayan,more than one central river,Least Concern,Decreasing,2012,0-100(km),3,,,,,,,,,,,Trichopodus pectoralis,,Trichogaster pectoralis,,,Trichopodus pectoralis,,,,,,,
Trichopodus trichopterus,Trichopodus trichopterus,potamodromous,,potamodromous,,,Black,,,,,,,,Little information,"FB: reason unknown; see also therefore https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.121020. The species occurs in a wide range of habitats, including freshwater marshes, ponds, lakes, peatlands, slow-flowing streams, floodplains, rice fields, irrigation canals and roadside ditches. It is partial to sluggish, open habitats with dense growths of submerged vegetation, and can tolerate a degree of anthropogenic disturbance and pollution (Smith, 1945, Linke 1991, Low and Lim 2012, B.W. Low pers. obs. 2012–2018).",,"potamodromous, lateral",Indomalayan,more than one central river,Least Concern,Unknown,2019,0-100(km),3,,,https://doi.org/10.1079/cabicompendium.121020,Paper,"Poulsen AF, Valbo-Jørgensen J, 2000. Fish migrations and spawning habits in the Mekong mainstream - a survey using local knowledge (basinwide). AMFC Technical Report. Vientiane, Laos: Mekong River Commission. https://cultivateunderstanding.com/Digital_Media/Atlas_Mekong_Fishes/CONTENT/MAIN_TXT/PDF_mix.pdf ",Report,,,,,Trichopodus trichopterus,,Trichogaster trichopterus,,,Trichopodus trichopterus,,,,,,,
Triaenopogon barbatus,Tridentiger barbatus,,,,Suspected amphidromous,,,,,,,,,,,,,amphidromous,NA,coastal,NA (Not in IUCN),NA (Not in IUCN),NA (Not in IUCN),0-100(km),2,,,https://doi.org/10.3389/fmars.2022.923439,Paper,,,,,,,,,,Tridentiger barbatus,,,,,,,,,
Tridentiger bifasciatus,Tridentiger bifasciatus,amphidromous,,,Amphidromous,,,,,,,,,,,,,amphidromous,Palearctic,coastal,Least Concern,Stable,2022,0-100(km),3,,,https://doi.org/10.3389/fevo.2022.935251,Paper,,,,,,,Tridentiger bifasciatus,,,Tridentiger bifasciatus,,,,,,,,,
Tridentiger brevispinis,Tridentiger brevispinis,amphidromous,,,,,,,,,,,,,,,,amphidromous,Indomalayan|Palearctic,coastal,Least Concern,Stable,2022,0-100(km),3,,,,,,,,,,,Tridentiger brevispinis,,,,,,,,,,,,
Tridentiger kuroiwae,Tridentiger kuroiwae,amphidromous,Full Migrant,,,,,,,,,,,,,,,amphidromous,Indomalayan|Palearctic,coastal,Least Concern,Unknown,2009,0-100(km),3,,,https://doi.org/10.1016/j.jembe.2016.09.011,Paper,,,,,,,Tridentiger kuroiwae,Tridentiger kuroiwae,,,,,,,,,,,
Tridentiger obscurus,Tridentiger obscurus,amphidromous,,,,,,,,,,,,,,,,amphidromous,Palearctic,coastal,Least Concern,Unknown,2023,0-100(km),3,,,"Kakuta, I., Yukawa, M., & Nishimura, Y. (1997). Effect of water salinity on the elemental composition of otoliths from Tridentiger obscurus obscurus. Bull. Soc. Sea Water Sci. Jpn, 51, 388-394. https://scholar.archive.org/work/h2fqfmbsmjbmpal2rphofptybm/access/wayback/https://www.jstage.jst.go.jp/article/swsj1965/51/6/51_388/_pdf",Paper,,,,,,,Tridentiger obscurus,,,,,,,,,,,,
Trigonopoma pauciperforatum,Trigonopoma pauciperforatum,,,,,,Grey,,,,,,,,,,,little information,Indomalayan,more than one central river,Least Concern,Unknown,2020,little information,0,,,,,,,,,,,,,,,,Trigonopoma pauciperforatum,,,,,,,
Trinectes fluviatilis,Trinectes fluviatilis,amphidromous,,,,,,,,,,,,,,,,amphidromous,Neotropical,coastal,Least Concern,Unknown,2022,0-100(km),3,,,,,,,,,,,Trinectes fluviatilis,,,,,,,,,,,,
Trinectes fonsecensis,Trinectes fonsecensis,,Altitudinal Migrant,,,,,,,,,,,,,,,amphidromous,Nearctic|Neotropical,coastal,Least Concern,Unknown,2019,0-100(km),3,,,,,,,,,,,,Trinectes fonsecensis,,,,,,,,,,,amphidromous
Trinectes maculatus,Trinectes maculatus,amphidromous,Full Migrant,,Catadromous,,,,,,,,,,,,,catadromous,Nearctic|Neotropical,more than one central river,Least Concern,Stable,2019,100-500(km),2,,,Trinectes maculatus | NatureServe Explorer,Database,,,,,,,Trinectes maculatus,Trinectes maculatus,,Trinectes maculatus,,,,,,,,,
Trinectes paulistanus,Trinectes paulistanus,,Full Migrant,,,,,,,,,,,,,,,amphidromous,Nearctic|Neotropical,more than one central river,Least Concern,Unknown,2019,0-100(km),3,,,,,,,,,,,,Trinectes paulistanus,,,,,,,,,,,anadromous
Triplophysa choprai,Triplophysa choprai,,Altitudinal Migrant,,,,,,,,,,,,Little information,"cold be longitudinal? implied on this site that several mountain species are migratory for temp reasons, could be true for this species (file:///C:/Users/dgundermann/Downloads/1484812595_proceedings-of-symposium-on-coldwater-fishes-of-the-trans-himalayan-region.pdf) (https://www.fao.org/3/Y3994E/y3994e04.htm)",,little information,Indomalayan|Palearctic,one large river,Least Concern,Stable,2021,little information,0,,,,,,,,,,,,Triplophysa choprai,,,,,,,,,,,
Triportheus albus,Triportheus albus,potamodromous,Full Migrant,,,longitudinal migration,,,500to3000km,,,,,,Little information,could be a non-migrationy species according to https://www.researchgate.net/publication/359015569_Riverscape_Genomics_Clarifies_Neutral_and_Adaptive_Evolution_in_an_Amazonian_Characin_Fish_Triportheus_albus; according to previous works the species migrate: https://onlinelibrary.wiley.com/doi/epdf/10.1111/j.0906-7590.2005.04176.x?src=getftr,,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2023,0-100(km),3,,,https://www.minambiente.gov.co/wp-content/uploads/2021/10/Gui%CC%81a-especies-migratorias-de-la-biodiversidad-en-Colombia-Volumen-2-peces.pdf ,Report,https://doi.org/10.3389/fevo.2022.825406,Paper,https://doi.org/10.1590/1982-0224-2024-0098,Paper,,,Triportheus albus,Triportheus albus,,,Triportheus albus,,,Triportheus albus,,,,,
Triportheus angulatus,Triportheus angulatus,potamodromous,Full Migrant,,,longitudinal migration,,,500to3000km,,,,,,Breeding,"IUCN: migration coupled with the high waters, so also a lateral migration might be possible",,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2023,500-3000(km),3,,,https://www.minambiente.gov.co/wp-content/uploads/2021/10/Gui%CC%81a-especies-migratorias-de-la-biodiversidad-en-Colombia-Volumen-2-peces.pdf ,Report,https://doi.org/10.1111/j.1600-0633.2011.00511.x,Paper,,,,,Triportheus angulatus,Triportheus angulatus,,,Triportheus angulatus,,,Triportheus angulatus,,,,,
Triportheus auritus,Triportheus auritus,,Full Migrant,,,longitudinal migration,,,,,,,,,Little information,"little information on IUCN, FB - classified non-migratory here (https://www.frontiersin.org/articles/10.3389/fevo.2022.825406/full)",,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2023,0-100(km),3,,,"Queiroz L. J., Torrente-Vilara, G., Ohara, W. M., Da Silva Pires, T. H., Zuanon, J. & da Costa, Doria, C. 2013. Peixes do Rio Madeira. Santo Antonio Energia, Sao Paulo, Brazil. https://www.researchgate.net/profile/Henrique-Varella/publication/323198966_Volume_III_-_Peixes_do_Rio_Madeira_Chapter_51_Cichlidae/links/5a957efdaca27214056924b9/Volume-III-Peixes-do-Rio-Madeira-Chapter-51-Cichlidae.pdf ",Paper,https://doi.org/10.1590/1982-0224-2024-0098,Paper,,,,,,Triportheus auritus,,,Triportheus auritus,,,,,,,,potamodromous
Triportheus brachipomus,Triportheus brachipomus,,Full Migrant,,,,,,500to3000km,,,,,,Breeding,IUCN,,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2023,100-500(km),3,,,https://www.minambiente.gov.co/wp-content/uploads/2021/10/Gui%CC%81a-especies-migratorias-de-la-biodiversidad-en-Colombia-Volumen-2-peces.pdf ,Report,,,,,,,,Triportheus brachipomus,,,,,,Triportheus brachipomus,,,,,potamodromous
Triportheus culter,Triportheus culter,,Full Migrant,,,,,,,,,,,,Little information,"IUCN, FB empty, family not cohesive, little information online. Genus is migratory in https://leandrocastello.org/wp-content/uploads/2021/05/2021-Duponchelle-amazon-migratory-fishes.pdf",,little information,Neotropical,one large river,Least Concern,Unknown,2023,little information,0,,,,,,,,,,,,Triportheus culter,,,,,,,,,,,potamodromous
Triportheus curtus,Triportheus curtus,,Full Migrant,,,,,,,,,,,,Breeding,species migrate but not know why and how; https://www.sciencedirect.com/science/article/pii/S001393511630322X#bib36,,"potamodromous, longitudinal",Neotropical,one large river,Least Concern,Unknown,2023,0-100(km),2,,,https://doi.org/10.1080/01650521.2016.1150095,Paper,,,,,,,,Triportheus curtus,,,,,,,,,,,potamodromous
Triportheus auritus,Triportheus elongatus,potamodromous,,,,,,,,,,,,,Little information,,,little information,NA,more than one central river,NA (Not in IUCN),NA (Not in IUCN),NA (Not in IUCN),little information,0,,,,,,,,,,,Triportheus elongatus,,,,,,,,,,,,
Triportheus nematurus,Triportheus nematurus,,Full Migrant,,,,,,,,,,,,Breeding,"IUCN, FB empty, implied from (https://www.researchgate.net/profile/Welber-Smith-2/publication/273668851_Biology_Reproductive_of_Migratory_Fish_of_the_Sorocaba_River_SP_Brazil/links/55083d290cf26ff55f805e5f/Biology-Reproductive-of-Migratory-Fish-of-the-Sorocaba-River-SP-Brazil.pdf)",,"potamodromous, longitudinal",Neotropical,one large river,Least Concern,Unknown,2023,100-500(km),3,,,https://doi.org/10.1111/jfb.14614,Paper,,,,,,,,Triportheus nematurus,,,,,,,,,,,potamodromous
Triportheus orinocensis,Triportheus orinocensis,,Full Migrant,,,,,,,,,,,,Little information,"no migrations reported; but overall little information on this species, a study about their biogeography exist; see:  https://www.sciencedirect.com/science/article/pii/S1055790315003711",,little information,Neotropical,one large river,Least Concern,Stable,2021,little information,0,,,,,,,,,,,,Triportheus orinocensis,,,,,,,,,,,potamodromous
Triportheus pantanensis,Triportheus pantanensis,,Full Migrant,,,,,,,,,,,,Breeding,Non-long distance longitudinal migratory species for reproduction https://www.researchgate.net/publication/346890129_Spatial_segregation_in_the_reproductive_activity_of_Neotropical_fish_species_as_an_indicator_of_the_migratory_trait,,"potamodromous, longitudinal",Neotropical,one large river,Least Concern,Unknown,2023,0-100(km),3,,,https://doi.org/10.1111/jfb.14614 ,Paper,,,,,,,,Triportheus pantanensis,,,,,,,,,,,potamodromous
Triportheus pictus,Triportheus pictus,,Full Migrant,,,,,,,,,,,,Little information,"IUCN has mostly diet information; FB is blank, little info online",,little information,Neotropical,one large river,Least Concern,Unknown,2023,little information,0,,,,,,,,,,,,Triportheus pictus,,,,,,,,,,,potamodromous
Triportheus rotundatus,Triportheus rotundatus,,Full Migrant,,,,,,,,,,,,Little information,"IUCN has mostly diet information; FB is blank, little info online",,little information,Neotropical,more than one central river,Least Concern,Stable,2023,little information,0,,,,,,,,,,,,Triportheus rotundatus,,,,,,,,,,,potamodromous
Triportheus venezuelensis,Triportheus venezuelensis,,Full Migrant,,,,,,500to3000km,,,,,,Breeding,IUCN,,"potamodromous, longitudinal",Neotropical,one large river,Least Concern,Stable,2022,100-500(km),3,,,https://www.minambiente.gov.co/wp-content/uploads/2021/10/Gui%CC%81a-especies-migratorias-de-la-biodiversidad-en-Colombia-Volumen-2-peces.pdf ,Report,,,,,,,,Triportheus venezuelensis,,,,,,Triportheus venezuelensis,,,,,potamodromous
Trypauchen vagina,Trypauchen vagina,amphidromous,,,,,,,,,,,,,,,,amphidromous,,coastal,Least Concern,Unknown,2019,0-100(km),3,,,,,,,,,,,Trypauchen vagina,,,,,,,,,,,,
Tympanopleura atronasus,Tympanopleura atronasus,,,,,lateral migration,,,,,,,,,,,,little information,Neotropical,more than one central river,Least Concern,Unknown,2023,little information,0,,,,,,,,,,,,,,,Tympanopleura atronasus,,,,,,,,
Tympanopleura brevis,Tympanopleura brevis,,,,,little information,,,,,,,,,,,,little information,Neotropical,one large river,Least Concern,Unknown,2023,little information,0,,,,,,,,,,,,,,,Tympanopleura brevis,,,,,,,,
Tympanopleura piperata,Tympanopleura piperata,,,,,lateral migration,,,,,,,,,,,,little information,Neotropical,more than one central river,Least Concern,Unknown,2023,little information,0,,,,,,,,,,,,,,,Tympanopleura piperata,,,,,,,,
Umbra limi,Umbra limi,,,,Potamodromous,,,,,,,,,,Little information,,,"potamodromous, lateral",Nearctic,more than one central river,Least Concern,Stable,2013,0-100(km),2,,Partial pop mig.,https://doi.org/10.2307/2422370,Paper,,,,,,,,,,Umbra limi,,,,,,,,,
Urogymnus polylepis,Urogymnus polylepis,potamodromous,,potamodromous,,,,,,,,,,"Short distance, potamodromous",,,,"potamodromous, longitudinal",Indomalayan,more than one central river,Endangered,Decreasing,2021,100-500(km),2,,,https://doi.org/10.3390/w15101936,Paper,https://doi.org/10.3390/w15132487,Paper,https://doi.org/10.1111/jfb.15223,Paper,https://doi.org/10.1080/23308249.2024.2401018,Paper,Urogymnus polylepis,,Himantura chaophraya,,,,,,,,,,
Vieja fenestrata,Vieja fenestrata,potamodromous,,potamodromous,,,,,,,,,,,,"Non migratory. Vieja fenestrate is a benthopelagic species known to inhabit arroyos, rivers, lagoons, lakes (Lago de Catemaco), and brackish estuaries, into sea water, in clear to muddied waters (Miller, 2005). Found in water currents ranging from none to moderate, and occasionally swift, over mud, sand, shale, rock, algae, leafs and logs and bedrocks and boulders. This species often occupies non or sparsely vegetated waters but is known to inhabit mangroves, and up to a depth of one and half metres (Miller, 2005). Young to juveniles occur in quiet waters, along abruptly shelving banks.",,non-migratory,Neotropical,more than one central river,Least Concern,Decreasing,2019,non-migratory,2,,,"Miller, R.R. (with the collaboration of W.L. Minckley and S.M. Norris). 2005. Freshwater Fishes of Mexico. The University of Chicago Press, Chicago, Illinois.",Book,,,,,,,Vieja fenestrata,,Cichlasoma fenestratum,,,,,,,,,,
Vieja maculicauda,Vieja maculicauda,potamodromous,,potamodromous,,,,,,,,,,,,IUCN mostly on diet; Fb doesn't describe breeding; some community studies but none apparently on breeding,,"potamodromous, longitudinal",Neotropical,more than one central river,Least Concern,Unknown,2019,0-100(km),1,,,https://www.jstor.org/stable/26268092,Paper,,,,,,,Vieja maculicauda,,Cichlasoma maculicauda,,,,,,,,,,
Vimba vimba,Vimba vimba,anadromous,Full Migrant,,,,,,,,Semi-anadromous,,,,Breeding,"IUCN, FB",,"potamodromous, longitudinal",Palearctic,more than one central river,Least Concern,Decreasing,2024,100-500(km),3,,Partial pop mig.,https://doi.org/10.1134/S2075111720040025,Paper,,,,,,,Vimba vimba,Vimba vimba,,,,,,,,Vimba vimba,,,
Wallago attu,Wallago attu,potamodromous,Full Migrant,,,,White,Lateral_migrant,,,,,,"Short distance, potamodromous",Little information,FB: reason unknown and only for the Mekong River reported,,"potamodromous, longitudinal",Indomalayan,more than one central river,Vulnerable,Decreasing,2019,100-500(km),3,,,https://doi.org/10.1080/23308249.2024.2401018,Paper,,,,,,,Wallago attu,Wallago attu,,,,Wallago attu,Wallago attu,,,,,,
